,K,mag,filename,tmax,tinstability,Eerr1,Eerrf,tinstability_index
647,71.206,0.003223159951178525,IC647K7.1206e+01mag3.2232e-03.bin,5000000.0,5000000.0,2.1213888180738677e-08,3.2738378089278205e-07,
650,575.28,0.007285546540181213,IC650K5.7528e+02mag7.2855e-03.bin,5000000.0,5000000.0,4.540196492602141e-08,0.0002109996006110282,
652,69.917,0.0360510230330694,IC652K6.9917e+01mag3.6051e-02.bin,5000000.0,5000000.0,6.9095132303238e-08,1.325432221320041e-06,
657,57.609,0.029142890162238144,IC657K5.7609e+01mag2.9143e-02.bin,5000000.0,5000000.0,6.077004835682043e-08,1.7091263021161135e-07,
658,205.57,0.2261956857043359,IC658K2.0557e+02mag2.2620e-01.bin,5000000.0,5000000.0,1.8986489421466104e-07,0.0005459889141787403,
659,133.06,0.16661364332015416,IC659K1.3306e+02mag1.6661e-01.bin,5000000.0,5000000.0,2.9136583350226266e-07,2.1449242163895671e-07,
660,245.66,0.011412780658643646,IC660K2.4566e+02mag1.1413e-02.bin,5000000.0,5000000.0,1.1705048854956301e-07,2.2935996531340374e-07,
668,292.1,0.026456064964473096,IC668K2.9210e+02mag2.6456e-02.bin,5000000.0,5000000.0,1.9071785491018868e-07,1.3808121875425386e-07,
669,153.74,0.10962289500657844,IC669K1.5374e+02mag1.0962e-01.bin,5000000.0,5000000.0,1.5857239363216435e-07,7.586642066024598e-05,
672,456.94,0.15095298469103874,IC672K4.5694e+02mag1.5095e-01.bin,5000000.0,5000000.0,4.1602647829570895e-08,5.697179788355657e-07,
675,107.0,0.06586163265553567,IC675K1.0700e+02mag6.5862e-02.bin,5000000.0,5000000.0,1.357406802299714e-07,4.0192773702326797e-08,
678,110.61,0.04470406455238704,IC678K1.1061e+02mag4.4704e-02.bin,5000000.0,5000000.0,1.3366120421474159e-08,6.319321690695926e-08,
679,886.97,0.005977109789982157,IC679K8.8697e+02mag5.9771e-03.bin,5000000.0,5000000.0,1.5818863772091056e-07,5.802051699160237e-08,
684,300.13,0.0177792609469931,IC684K3.0013e+02mag1.7779e-02.bin,5000000.0,5000000.0,1.517699308157957e-07,2.4029990869357987e-08,
685,145.39,0.17624755759190308,IC685K1.4539e+02mag1.7625e-01.bin,5000000.0,5000000.0,5.5899323198788445e-08,0.00018863589645299892,
688,235.09,0.005989885815889198,IC688K2.3509e+02mag5.9899e-03.bin,5000000.0,5000000.0,7.00450039257715e-10,5.4348551295759624e-08,
693,533.49,0.15575175691445098,IC693K5.3349e+02mag1.5575e-01.bin,5000000.0,5000000.0,5.57235896081615e-08,1.1325420974241578e-06,
694,662.4,0.040296686105402366,IC694K6.6240e+02mag4.0297e-02.bin,5000000.0,5000000.0,2.916402077716807e-08,9.153793022333746e-09,
695,287.88,0.2148348002590387,IC695K2.8788e+02mag2.1483e-01.bin,5000000.0,5000000.0,2.3044595643651918e-08,0.00043851372204687245,
703,747.33,0.0011825296793356555,IC703K7.4733e+02mag1.1825e-03.bin,5000000.0,5000000.0,2.282317219517013e-07,0.00013212136591246715,
705,176.43,0.537022555306125,IC705K1.7643e+02mag5.3702e-01.bin,5000000.0,5000000.0,9.412638846267963e-07,0.0003255531815895877,
706,86.876,0.01515835614798755,IC706K8.6876e+01mag1.5158e-02.bin,5000000.0,5000000.0,4.816302901368238e-08,2.1093983913547306e-08,
710,508.77,0.12671582993052,IC710K5.0877e+02mag1.2672e-01.bin,5000000.0,5000000.0,2.2221336785686693e-07,0.00033331172835030236,
711,130.23,0.09597795507709196,IC711K1.3023e+02mag9.5978e-02.bin,5000000.0,5000000.0,8.166275829349763e-08,0.00014415349851219946,
719,234.85,0.0011073242977580472,IC719K2.3485e+02mag1.1073e-03.bin,5000000.0,5000000.0,1.9021361028375752e-07,1.1123900806075835e-07,
722,18.658,0.03568730083128629,IC722K1.8658e+01mag3.5687e-02.bin,5000000.0,5000000.0,5.081228512366058e-07,0.00029534218693862043,
725,97.928,0.42774873573575495,IC725K9.7928e+01mag4.2775e-01.bin,5000000.0,5000000.0,2.687066640344237e-07,1.013948338756602e-07,
726,364.89,0.0018918203491245977,IC726K3.6489e+02mag1.8918e-03.bin,5000000.0,5000000.0,6.015619071607983e-08,7.788253476728851e-08,
731,68.643,0.7000341155057614,IC731K6.8643e+01mag7.0003e-01.bin,5000000.0,5000000.0,3.3764086487908785e-06,0.0003704083253837974,
735,226.75,0.9446001629589108,IC735K2.2675e+02mag9.4460e-01.bin,5000000.0,5000000.0,2.9260138282827127e-06,0.000826017920616878,
738,48.703,0.011088354302824314,IC738K4.8703e+01mag1.1088e-02.bin,5000000.0,5000000.0,3.139328631743683e-08,3.7070720714870626e-08,
739,587.77,0.0011332601467608026,IC739K5.8777e+02mag1.1333e-03.bin,5000000.0,5000000.0,5.470811131208605e-08,4.380055036945315e-08,
740,145.39,0.023847207008573262,IC740K1.4539e+02mag2.3847e-02.bin,5000000.0,5000000.0,4.762129065683292e-08,2.363902894155488e-07,
741,152.31,0.4467067107747433,IC741K1.5231e+02mag4.4671e-01.bin,5000000.0,5000000.0,4.8924884812805027e-08,0.00027419689158473214,
744,35.44,0.0018664914418103809,IC744K3.5440e+01mag1.8665e-03.bin,5000000.0,5000000.0,8.089802937643314e-08,4.691278095674116e-07,
745,812.91,0.001947738091983161,IC745K8.1291e+02mag1.9477e-03.bin,5000000.0,5000000.0,1.4568717478048667e-08,4.598445115097268e-09,
746,469.62,0.4461351764832285,IC746K4.6962e+02mag4.4614e-01.bin,5000000.0,5000000.0,7.927254038468222e-06,0.0001489580849540958,
754,229.9,0.02617219174337236,IC754K2.2990e+02mag2.6172e-02.bin,5000000.0,5000000.0,9.310293442352045e-08,4.073299877830924e-07,
755,577.99,0.034459205607664974,IC755K5.7799e+02mag3.4459e-02.bin,5000000.0,2291324.857260433,1.626803994691904e-07,3.437585123839845,2291.0
757,784.05,0.2307214802514633,IC757K7.8405e+02mag2.3072e-01.bin,5000000.0,5000000.0,4.193419668304847e-06,0.0005917332676086494,
759,82.67399999999998,0.038645863255092526,IC759K8.2674e+01mag3.8646e-02.bin,5000000.0,5000000.0,3.918902244734233e-08,1.1483180713913464e-09,
762,229.15,0.9084751919011114,IC762K2.2915e+02mag9.0848e-01.bin,5000000.0,5000000.0,5.088787335158983e-08,0.0005479513590644071,
766,150.72,0.028343597448757925,IC766K1.5072e+02mag2.8344e-02.bin,5000000.0,5000000.0,1.1676243729746347e-07,1.5660969403685701e-06,
768,168.43,0.13384034761383093,IC768K1.6843e+02mag1.3384e-01.bin,5000000.0,5000000.0,1.773771779159946e-07,2.945924870422621e-08,
770,190.2,0.004001748367159373,IC770K1.9020e+02mag4.0017e-03.bin,5000000.0,5000000.0,4.5013743693814934e-08,8.92056339552789e-09,
771,57.664,0.0030763084546797425,IC771K5.7664e+01mag3.0763e-03.bin,5000000.0,5000000.0,1.0962225253426663e-07,5.5090363535304e-07,
772,34.158,0.027780997052610387,IC772K3.4158e+01mag2.7781e-02.bin,5000000.0,5000000.0,1.7544575829103625e-07,7.592019916868079e-08,
773,610.27,0.2667434681171121,IC773K6.1027e+02mag2.6674e-01.bin,5000000.0,5000000.0,6.282283640390248e-06,0.0003659360247210517,
775,56.425,0.005501667045480681,IC775K5.6425e+01mag5.5017e-03.bin,5000000.0,5000000.0,3.4049703794464374e-08,1.2639437714540896e-08,
777,20.199,0.008073648339837064,IC777K2.0199e+01mag8.0736e-03.bin,5000000.0,5000000.0,2.4743162722268995e-08,5.1133163550317684e-05,
778,683.09,0.1654793758169967,IC778K6.8309e+02mag1.6548e-01.bin,5000000.0,5000000.0,2.339162033351726e-06,0.000375706233125818,
781,250.64,0.3234353588287232,IC781K2.5064e+02mag3.2344e-01.bin,5000000.0,5000000.0,1.2967022115373307e-07,2.5063364123242885e-07,
783,68.554,0.0013965697958101412,IC783K6.8554e+01mag1.3966e-03.bin,5000000.0,5000000.0,3.329761506550866e-08,3.9555377490599517e-07,
784,74.854,0.4670978671925068,IC784K7.4854e+01mag4.6710e-01.bin,5000000.0,5000000.0,2.4124824337764982e-08,0.00033061900438649295,
787,162.63,0.1110603442942848,IC787K1.6263e+02mag1.1106e-01.bin,5000000.0,5000000.0,4.915930223458361e-08,2.2103594218124625e-07,
791,261.11,0.025493766223182158,IC791K2.6111e+02mag2.5494e-02.bin,5000000.0,5000000.0,4.3041874979014606e-08,6.268403441115415e-07,
793,372.66,0.005925889661451026,IC793K3.7266e+02mag5.9259e-03.bin,5000000.0,5000000.0,1.0066074557037727e-07,1.1472224898762015e-07,
794,474.27,0.9345769675380896,IC794K4.7427e+02mag9.3458e-01.bin,5000000.0,5000000.0,1.7817771836068285e-06,0.00015176326521412872,
799,984.51,0.006899267978913715,IC799K9.8451e+02mag6.8993e-03.bin,5000000.0,3891617.7797713103,8.208743791382281e-08,2.766578925785825,3891.0
801,103.89,0.007518714242125721,IC801K1.0389e+02mag7.5187e-03.bin,5000000.0,5000000.0,6.388190284411658e-08,8.931568552882936e-08,
808,827.37,0.004451453636108505,IC808K8.2737e+02mag4.4515e-03.bin,5000000.0,5000000.0,2.6778946787508807e-07,2.3274745837504362e-07,
809,12.369000000000002,0.12924142880830838,IC809K1.2369e+01mag1.2924e-01.bin,5000000.0,5000000.0,9.180489075992529e-07,0.00040655675922757445,
811,153.82,0.0354038579602272,IC811K1.5382e+02mag3.5404e-02.bin,5000000.0,5000000.0,1.9203420787029615e-07,5.178597154496036e-08,
812,102.32,0.06573290336968624,IC812K1.0232e+02mag6.5733e-02.bin,5000000.0,5000000.0,1.3276812834717292e-07,3.30619069365843e-05,
824,73.242,0.005378450852163182,IC824K7.3242e+01mag5.3785e-03.bin,5000000.0,5000000.0,1.558533076819269e-08,5.668980353483273e-08,
825,298.1,0.13955720840512176,IC825K2.9810e+02mag1.3956e-01.bin,5000000.0,5000000.0,7.840449377881414e-08,0.0005455511552615816,
826,985.97,0.027239309417950226,IC826K9.8597e+02mag2.7239e-02.bin,5000000.0,5000000.0,6.503247956225948e-08,5.7236086881348176e-08,
834,168.22,0.0040739911286321396,IC834K1.6822e+02mag4.0740e-03.bin,5000000.0,5000000.0,7.724808323016831e-09,2.6756040125148e-08,
836,545.64,0.0030946061461264588,IC836K5.4564e+02mag3.0946e-03.bin,5000000.0,5000000.0,6.870395061869251e-08,4.896444421069882e-05,
838,205.01,0.052533665497287815,IC838K2.0501e+02mag5.2534e-02.bin,5000000.0,5000000.0,1.8165007734696092e-07,1.6009981873550306e-08,
839,241.58,0.13670256476447915,IC839K2.4158e+02mag1.3670e-01.bin,5000000.0,5000000.0,3.442828091643212e-07,0.0003814605371279765,
842,184.68,0.08707667304346463,IC842K1.8468e+02mag8.7077e-02.bin,5000000.0,5000000.0,6.511741812910862e-08,3.968026912341273e-08,
847,752.68,0.08453030334486715,IC847K7.5268e+02mag8.4530e-02.bin,5000000.0,5000000.0,6.574741237180626e-09,5.4795023850175645e-05,
853,58.097,0.0013295697275459589,IC853K5.8097e+01mag1.3296e-03.bin,5000000.0,5000000.0,1.2158482774742213e-07,7.512304923180955e-08,
854,108.41,0.2745852452781676,IC854K1.0841e+02mag2.7459e-01.bin,5000000.0,5000000.0,1.409718940862692e-07,1.8113095545385468e-07,
861,308.33,0.12196729370631185,IC861K3.0833e+02mag1.2197e-01.bin,5000000.0,5000000.0,1.4302053915945023e-08,4.772090440437699e-05,
863,352.71,0.015748928210697802,IC863K3.5271e+02mag1.5749e-02.bin,5000000.0,5000000.0,1.2828636330162458e-07,8.571498686253052e-07,
864,191.28,0.8634740919786201,IC864K1.9128e+02mag8.6347e-01.bin,5000000.0,5000000.0,1.0930157080822049e-07,0.00016998488353470623,
866,103.4,0.8778237166987891,IC866K1.0340e+02mag8.7782e-01.bin,5000000.0,5000000.0,5.862362149002954e-06,0.00035855216874863637,
868,22.058000000000003,0.008287465505697053,IC868K2.2058e+01mag8.2875e-03.bin,5000000.0,5000000.0,1.6844673644005918e-07,1.4254158544935922e-07,
870,89.139,0.0818042727844851,IC870K8.9139e+01mag8.1804e-02.bin,5000000.0,5000000.0,1.6394742620020195e-09,4.939293425224557e-05,
871,191.7,0.002786970969478604,IC871K1.9170e+02mag2.7870e-03.bin,5000000.0,5000000.0,3.558904133621178e-08,2.9114192914853234e-08,
874,726.97,0.009672683243946186,IC874K7.2697e+02mag9.6727e-03.bin,5000000.0,5000000.0,8.419033193075497e-08,5.8893632048940306e-08,
875,117.52,0.0011780151223544655,IC875K1.1752e+02mag1.1780e-03.bin,5000000.0,5000000.0,4.522326886337999e-08,3.573101647376164e-07,
882,189.09,0.02562885811804255,IC882K1.8909e+02mag2.5629e-02.bin,5000000.0,5000000.0,3.152549632522363e-07,3.252019034402621e-07,
890,212.42,0.01705375172343113,IC890K2.1242e+02mag1.7054e-02.bin,5000000.0,5000000.0,5.902930811653525e-08,2.399255208072339e-07,
899,69.82600000000001,0.026861998417224264,IC899K6.9826e+01mag2.6862e-02.bin,5000000.0,5000000.0,1.157200425036675e-07,1.1474038415699655e-07,
900,73.52,0.008355718118324256,IC900K7.3520e+01mag8.3557e-03.bin,5000000.0,5000000.0,5.8910572473664325e-08,4.231445000925563e-08,
901,338.09,0.002582741364195471,IC901K3.3809e+02mag2.5827e-03.bin,5000000.0,5000000.0,1.2600559946646687e-07,5.053350632010916e-07,
906,163.98,0.20185166301681515,IC906K1.6398e+02mag2.0185e-01.bin,5000000.0,5000000.0,1.489636555939859e-06,2.933074790443201e-06,
908,36.661,0.16123546721572946,IC908K3.6661e+01mag1.6124e-01.bin,5000000.0,5000000.0,1.644735700416747e-07,7.657336079179085e-05,
912,252.8,0.02701171955918969,IC912K2.5280e+02mag2.7012e-02.bin,5000000.0,5000000.0,2.9434337374361714e-07,4.759648005070321e-08,
915,655.24,0.3938566182337209,IC915K6.5524e+02mag3.9386e-01.bin,5000000.0,5000000.0,3.032607488851846e-08,4.851474899173587e-08,
918,317.11,0.5241146919084828,IC918K3.1711e+02mag5.2411e-01.bin,5000000.0,5000000.0,1.8411354768636263e-06,0.00038543140038893174,
920,230.89,0.5382536660933658,IC920K2.3089e+02mag5.3825e-01.bin,5000000.0,5000000.0,5.471131613908456e-08,0.0003952403623491017,
922,52.365,0.0076748017381162645,IC922K5.2365e+01mag7.6748e-03.bin,5000000.0,5000000.0,2.437214291516939e-07,1.51066415701811e-08,
927,187.6,0.002674344907279679,IC927K1.8760e+02mag2.6743e-03.bin,5000000.0,5000000.0,1.984422969823074e-08,1.8312483267172867e-08,
928,149.04,0.12863123965310894,IC928K1.4904e+02mag1.2863e-01.bin,5000000.0,5000000.0,3.242804518402187e-07,1.0527416085962092e-07,
929,128.15,0.002196883820766013,IC929K1.2815e+02mag2.1969e-03.bin,5000000.0,5000000.0,1.4488062300141496e-07,1.0958218731343958e-08,
930,239.09,0.7725578183768133,IC930K2.3909e+02mag7.7256e-01.bin,5000000.0,5000000.0,5.616819209921378e-07,1.559825663145587e-07,
932,91.308,0.022390986782634143,IC932K9.1308e+01mag2.2391e-02.bin,5000000.0,5000000.0,9.188190967622984e-08,2.8434922577712298e-08,
935,280.08,0.4424258487990323,IC935K2.8008e+02mag4.4243e-01.bin,5000000.0,5000000.0,1.4150917284959251e-08,0.0006764255994940497,
936,284.14,0.02168883540439407,IC936K2.8414e+02mag2.1689e-02.bin,5000000.0,5000000.0,5.7589688566423526e-08,4.169668115717531e-08,
938,342.93,0.001450205435347434,IC938K3.4293e+02mag1.4502e-03.bin,5000000.0,5000000.0,3.866936852979819e-08,4.101404895620553e-08,
943,295.61,0.09519593487433678,IC943K2.9561e+02mag9.5196e-02.bin,5000000.0,5000000.0,1.297951117553885e-07,0.00042782855137383054,
946,419.64,0.005510539720203325,IC946K4.1964e+02mag5.5105e-03.bin,5000000.0,5000000.0,3.202337785474621e-08,1.0340427218317077e-07,
951,144.4,0.0014167965752790528,IC951K1.4440e+02mag1.4168e-03.bin,5000000.0,5000000.0,3.267876672683584e-07,1.3423764038612468e-05,
957,645.07,0.020720997761275884,IC957K6.4507e+02mag2.0721e-02.bin,5000000.0,5000000.0,1.9503503432101646e-05,4.8674491063354356e-05,
959,83.723,0.05194494637122872,IC959K8.3723e+01mag5.1945e-02.bin,5000000.0,5000000.0,2.7271825362505658e-08,4.187154441254797e-06,
962,238.56,0.001045228028753507,IC962K2.3856e+02mag1.0452e-03.bin,5000000.0,5000000.0,1.761678776482591e-08,0.00026218768827125703,
963,16.945999999999998,0.0019830188794966517,IC963K1.6946e+01mag1.9830e-03.bin,5000000.0,5000000.0,7.965866563771314e-09,8.399663092039763e-05,
965,388.62,0.6414677505314509,IC965K3.8862e+02mag6.4147e-01.bin,5000000.0,5000000.0,3.530827005849616e-07,0.0005974083377154408,
970,437.95,0.002572772919827995,IC970K4.3795e+02mag2.5728e-03.bin,5000000.0,5000000.0,9.141844051322146e-08,2.1173903182553795e-07,
971,192.39,0.2062525897333614,IC971K1.9239e+02mag2.0625e-01.bin,5000000.0,5000000.0,1.4383868240414336e-06,0.00011493636867599183,
972,969.69,0.5207816551199606,IC972K9.6969e+02mag5.2078e-01.bin,5000000.0,5000000.0,5.5587503997567125e-08,2.2103577782225097e-07,
973,713.12,0.02027244373326865,IC973K7.1312e+02mag2.0272e-02.bin,5000000.0,5000000.0,3.3740225145011014e-07,1.4700391223486102e-07,
975,349.39,0.04647544932255414,IC975K3.4939e+02mag4.6475e-02.bin,5000000.0,5000000.0,6.463037128254359e-08,4.2508908749538365e-07,
976,837.43,0.0025792112342418066,IC976K8.3743e+02mag2.5792e-03.bin,5000000.0,5000000.0,4.290267684235369e-06,0.00018143322129339655,
979,42.746,0.02589019127888366,IC979K4.2746e+01mag2.5890e-02.bin,5000000.0,5000000.0,4.111671853306189e-08,7.158709210369753e-08,
984,28.237,0.07625435056371499,IC984K2.8237e+01mag7.6254e-02.bin,5000000.0,5000000.0,1.594734108328815e-08,0.0005133228353134587,
986,201.97,0.052832324032149984,IC986K2.0197e+02mag5.2832e-02.bin,5000000.0,5000000.0,6.400428295503554e-08,1.5273116430554213e-07,
990,914.57,0.0064516640577155894,IC990K9.1457e+02mag6.4517e-03.bin,5000000.0,5000000.0,2.984324077265192e-08,1.1537992584267622e-07,
995,53.041,0.9034963222319344,IC995K5.3041e+01mag9.0350e-01.bin,5000000.0,5000000.0,1.9027507122224593e-07,7.656570168382641e-05,
997,77.84100000000002,0.5309688158886527,IC997K7.7841e+01mag5.3097e-01.bin,5000000.0,5000000.0,3.3447675107277545e-08,0.0006600447479334688,
